customer_id,customer_name,age,city,product_id,product_name,category,purchase_date,purchase_quantity,price_per_unit,total_spent
990,Christina Lambert,31.0,New Jamesburgh,116,Kale,Snack,2024-07-01,4.0,17.11,68.44
991,David Obrien,35.0,Stevenport,126,Organic Apples,Dairy,2024-08-13,2.0,9.38,18.76
992,Nathaniel Wall,56.0,New Courtney,110,Kale,Snack,2024-10-22,2.0,12.82,25.64
993,Nicholas Ellison,62.0,Gutierrezburgh,178,Organic Apples,Vegetable,2024-10-16,3.0,3.92,11.76
994,Oscar Jenkins,59.0,North Chadfurt,122,Tofu,Organic,2024-07-03,4.0,2.54,10.16
995,Kimberly Mcintyre,22.0,Quinnshire,142,Fresh Milk,Organic,2024-10-25,1.0,12.49,12.49
996,Christine Nguyen,18.0,Chamberstown,185,Fresh Milk,Snack,2024-01-30,1.0,10.75,10.75
997,Susan Gomez,76.0,Paulbury,111,Kale,Snack,2024-10-27,1.0,15.76,15.76
998,John Lewis,73.0,Lake James,130,Kale,Organic,2024-11-03,4.0,18.7,74.8
999,Martha Hodges,76.0,Cookport,175,Organic Apples,Organic,2024-01-19,3.0,2.26,6.779999999999999
1000,Rachel Pugh,46.0,Alexmouth,185,Fresh Milk,Dairy,2024-02-23,2.0,3.74,7.48
1001,Tyrone Johns,18.0,Port Aaron,124,Tofu,Snack,2024-02-12,2.0,1.7,3.4
1002,Amanda Melendez,30.0,Martinezshire,155,Almond Butter,Vegetable,2024-04-07,2.0,17.25,34.5
1003,Nicole Peterson,52.0,New Johnberg,104,Organic Apples,Snack,2024-05-20,2.0,2.19,4.38
1004,Alison Burnett,48.0,Mckayland,117,Kale,Vegetable,2024-11-01,2.0,8.39,16.78
1005,Joel Stevenson,24.0,East Rickyburgh,186,Organic Apples,Dairy,2024-02-25,4.0,5.26,21.04
1006,Nicholas Riddle,61.0,North Scottfurt,143,Tofu,Snack,2024-10-01,4.0,15.91,63.64
1007,Ryan Reynolds,57.0,Brownfurt,156,Almond Butter,Vegetable,2024-07-29,2.0,15.45,30.9
1008,Nathaniel White,67.0,Lewisbury,148,Granola,Snack,2024-09-21,4.0,4.84,19.36
1009,Christina Caldwell,59.0,Farmerton,114,Organic Apples,Vegetable,2024-09-14,1.0,10.18,10.18
1010,Jennifer Warren,72.0,Johnstonburgh,148,Granola,Dairy,2024-02-05,2.0,4.45,8.9
1011,Michael Cruz,67.0,New Jacob,165,Granola,Vegetable,2024-02-17,2.0,2.99,5.98
1012,Jorge Wilson,24.0,Lake Cody,101,Tofu,Organic,2024-09-03,1.0,16.83,16.83
1013,Joshua Collins,35.0,East Morgan,110,Tofu,Snack,2024-10-05,4.0,10.51,42.04
1014,Bradley Hickman,21.0,West Katelyn,166,Granola,Snack,2024-05-11,2.0,1.98,3.96
1015,Cynthia Holt,41.0,Elaineville,109,Kale,Snack,2024-03-07,1.0,5.93,5.93
1016,Michael Alvarado,70.0,West Sheilaview,177,Fresh Milk,Vegetable,2024-02-25,3.0,9.09,27.27
1018,Holly Burton,68.0,East Nataliehaven,129,Organic Apples,Organic,2024-08-21,4.0,2.92,11.68
1019,Angela Wells,39.0,Nicholasland,190,Granola,Dairy,2024-01-23,2.0,7.71,15.42
1020,Jessica Smith,47.0,Port Tylerburgh,157,Organic Apples,Organic,2024-10-17,4.0,6.85,27.4
1021,Laura Choi,36.0,Wolfeview,183,Almond Butter,Organic,2024-10-12,4.0,7.41,29.64
1022,Nathan Morrow,76.0,Smithmouth,102,Kale,Dairy,2024-08-16,1.0,10.98,10.98
1023,William Hill,57.0,Port Olivia,140,Granola,Organic,2024-07-18,2.0,14.53,29.06
1025,Sandra Williamson,63.0,Smithburgh,141,Granola,Vegetable,2024-07-17,3.0,14.2,42.599999999999994
1026,Megan Smith,28.0,Stevenhaven,187,Organic Apples,Dairy,2024-10-09,2.0,8.39,16.78
1027,Charles Contreras,44.0,North Carlos,176,Tofu,Dairy,2024-05-13,4.0,13.43,53.72
1028,Robert Griffith,23.0,Schultzberg,188,Kale,Organic,2024-07-19,1.0,12.9,12.9
1029,Jillian Gordon,33.0,Williammouth,176,Almond Butter,Dairy,2024-09-06,2.0,17.14,34.28
1030,Derek Stark,23.0,Ryanton,116,Kale,Snack,2024-04-13,2.0,17.87,35.74
1031,Michael Torres,49.0,East Stephanie,143,Organic Apples,Dairy,2024-01-16,4.0,2.07,8.28
1032,Calvin Young,38.0,East Curtisside,126,Tofu,Organic,2024-06-06,2.0,5.3,10.6
1033,Adam Allison,43.0,Lake Erika,119,Almond Butter,Dairy,2024-04-21,4.0,10.92,43.68
1034,William Brown,37.0,Lake Deanna,168,Organic Apples,Vegetable,2024-04-19,4.0,16.38,65.52
1035,Christopher Collins,76.0,Scottmouth,151,Fresh Milk,Snack,2024-09-20,3.0,11.09,33.269999999999996
1036,Sharon Andrade,34.0,Port Travis,129,Almond Butter,Dairy,2024-07-29,1.0,13.06,13.06
1037,Elizabeth Scott,64.0,Shaneville,136,Tofu,Snack,2024-10-15,3.0,7.39,22.169999999999998
1038,Laurie Evans,69.0,West Sherrybury,152,Fresh Milk,Dairy,2024-04-14,1.0,16.32,16.32
1040,Ryan Lee,44.0,Crossmouth,156,Almond Butter,Snack,2024-01-27,3.0,5.98,17.94
1041,Jennifer Berry,48.0,Guerrerofort,144,Fresh Milk,Snack,2024-03-07,3.0,9.06,27.18
1043,Billy Mills,74.0,New Theresa,146,Organic Apples,Snack,2024-06-08,1.0,17.91,17.91
1044,Joshua Watson,66.0,Port Glennfort,198,Kale,Dairy,2024-09-14,2.0,12.29,24.58
1045,Robert Sanchez,74.0,Annaburgh,117,Kale,Organic,2024-01-19,4.0,7.42,29.68
1046,Kim Mejia,77.0,Bradfordmouth,107,Almond Butter,Organic,2024-09-09,3.0,5.98,17.94
1047,Jordan Hartman,59.0,South Amy,168,Kale,Vegetable,2024-01-16,3.0,3.18,9.540000000000001
1048,Troy Black,69.0,New Amandachester,157,Fresh Milk,Snack,2024-05-20,1.0,7.94,7.94
1049,Jeffrey Cruz,38.0,Brittanyside,197,Almond Butter,Snack,2024-01-29,2.0,15.36,30.72
1050,James Gonzalez,55.0,Ritastad,172,Fresh Milk,Dairy,2024-05-16,1.0,5.94,5.94
1051,Danielle Shepherd,29.0,Johnsonchester,189,Kale,Vegetable,2024-04-07,2.0,1.53,3.06
1052,Kelsey Miller,48.0,North Katherine,164,Granola,Dairy,2024-08-10,1.0,4.05,4.05
1053,Elizabeth Torres,25.0,North Kellyberg,188,Almond Butter,Organic,2024-05-07,3.0,19.26,57.78
1054,Michele Henderson,75.0,Lake Carolynside,177,Fresh Milk,Vegetable,2024-10-26,4.0,11.62,46.48
1055,Monica Phillips,57.0,Jonesville,149,Granola,Dairy,2024-07-30,4.0,14.06,56.24
1056,Courtney White,55.0,Millertown,126,Tofu,Organic,2024-07-28,3.0,5.48,16.44
1058,Alexandria Smith,45.0,North Shirley,175,Almond Butter,Organic,2024-02-22,4.0,2.38,9.52
1059,Brian Moore,49.0,New Scottland,138,Tofu,Vegetable,2024-04-28,4.0,16.16,64.64
1060,Steven Jackson,47.0,Port Courtneytown,129,Almond Butter,Vegetable,2024-07-09,3.0,5.26,15.78
1061,Olivia Colon DDS,68.0,Christinemouth,168,Fresh Milk,Snack,2024-02-29,4.0,4.38,17.52
1062,Mary Arroyo,62.0,South Chloe,182,Organic Apples,Vegetable,2024-06-28,3.0,9.1,27.299999999999997
1063,Michael Gray,35.0,Theresatown,192,Organic Apples,Dairy,2024-05-05,4.0,3.18,12.72
1064,Alexis Sanders,61.0,North Deanna,155,Kale,Organic,2024-01-19,4.0,5.97,23.88
1065,Derrick Contreras,70.0,Nelsonfort,186,Organic Apples,Dairy,2024-01-15,4.0,12.22,48.88
1067,Patrick Fleming,21.0,Williamsfort,180,Granola,Snack,2024-04-13,1.0,2.8,2.8
1068,Brianna Gonzales,54.0,Petersonberg,169,Almond Butter,Snack,2024-05-30,4.0,6.79,27.16
1069,Ashley Watts,27.0,South Patrick,120,Tofu,Vegetable,2024-07-20,1.0,5.22,5.22
1070,Richard Shelton,51.0,East Timothyville,124,Granola,Organic,2024-04-25,2.0,17.31,34.62
1072,Miranda Carey,24.0,West Shawn,150,Tofu,Snack,2024-01-06,3.0,9.35,28.049999999999997
1073,Scott Sanders,21.0,Port Ashleybury,138,Kale,Organic,2024-05-22,4.0,16.75,67.0
1074,Maria Fernandez,72.0,Lake Timothyland,167,Fresh Milk,Vegetable,2024-07-08,4.0,8.81,35.24
1075,Meredith Russo,59.0,West Sean,195,Tofu,Vegetable,2024-07-26,4.0,4.53,18.12
1076,Melissa Kaufman,64.0,South Ryanview,133,Almond Butter,Snack,2024-02-15,3.0,3.12,9.36
1077,Mr. Phillip Barrera,37.0,Feliciaton,119,Tofu,Snack,2024-10-28,3.0,14.79,44.37
1078,Rhonda Fisher,65.0,Walkerstad,198,Granola,Snack,2024-04-11,2.0,6.69,13.38
1079,Lawrence Phillips,71.0,North Desireeport,136,Almond Butter,Dairy,2024-06-30,2.0,12.81,25.62
1080,David Baker,39.0,New Lukechester,180,Fresh Milk,Organic,2024-03-17,1.0,2.75,2.75
1081,Tiffany Kirby,45.0,Stephenland,197,Kale,Dairy,2024-08-16,3.0,1.28,3.84
1082,Robert Cooper,32.0,Lake Deannashire,109,Kale,Dairy,2024-05-13,4.0,11.24,44.96
1083,Kristin Thomas,49.0,Mckenzieton,103,Fresh Milk,Vegetable,2024-03-30,4.0,15.48,61.92
1084,Keith Robinson,74.0,Edwardsshire,102,Fresh Milk,Dairy,2024-03-01,1.0,7.23,7.23
1085,Cassie Rodriguez,25.0,Aaronfurt,153,Organic Apples,Dairy,2024-02-21,1.0,11.65,11.65
1086,David Harrington,79.0,Hawkinsfort,162,Almond Butter,Vegetable,2024-11-04,3.0,5.92,17.759999999999998
1087,Terry Kramer,38.0,Markmouth,103,Granola,Organic,2024-10-29,3.0,19.91,59.730000000000004
1088,Mr. Jason Garza,71.0,South Jessica,149,Kale,Dairy,2024-10-27,2.0,13.79,27.58
1089,Cristian Guzman,37.0,East Tyrone,164,Almond Butter,Dairy,2024-07-29,3.0,11.25,33.75
1090,Michael Miller,36.0,North Ryanstad,108,Almond Butter,Dairy,2024-05-04,1.0,15.02,15.02
1091,Lisa Ruiz,51.0,Lake Glenda,118,Almond Butter,Snack,2024-07-07,4.0,3.98,15.92
1092,Judy Contreras,24.0,New Jodi,151,Almond Butter,Vegetable,2024-04-25,3.0,13.47,40.410000000000004
1093,Tina Perry,43.0,Norrisside,150,Kale,Snack,2024-09-20,4.0,12.79,51.16
1095,Jeff Ray,51.0,Calderontown,192,Fresh Milk,Snack,2024-07-05,1.0,15.53,15.53
1096,Sara Love,41.0,East Timothyside,170,Almond Butter,Dairy,2024-09-25,2.0,12.88,25.76
1097,John Benitez,22.0,Elizabethfurt,196,Fresh Milk,Vegetable,2024-01-08,2.0,11.76,23.52
1098,Christopher Walker,73.0,Nicoleside,130,Tofu,Dairy,2024-04-01,3.0,17.97,53.91
1099,Lori Robles,67.0,New Lisamouth,193,Fresh Milk,Snack,2024-02-02,1.0,13.81,13.81
1100,Jennifer Lewis,79.0,Lake Anthony,148,Almond Butter,Organic,2024-01-02,2.0,9.47,18.94
1101,Laura Davis,38.0,New Margaretburgh,140,Tofu,Organic,2024-01-17,2.0,12.47,24.94
1102,Mary Travis,38.0,Port Robert,162,Granola,Dairy,2024-03-25,2.0,15.86,31.72
1103,Scott Lewis,60.0,New Nicholas,103,Granola,Vegetable,2024-05-25,2.0,15.67,31.34
1104,Kevin Smith,21.0,Port Brendabury,194,Kale,Vegetable,2024-02-14,1.0,6.32,6.32
1105,Mikayla Harmon,23.0,New Larry,164,Kale,Vegetable,2024-04-22,1.0,2.51,2.51
1106,Amanda Wilson,36.0,Campbellhaven,169,Granola,Snack,2024-11-04,2.0,19.3,38.6
1108,Kelly Lopez,60.0,South Tyler,166,Organic Apples,Dairy,2024-02-16,2.0,5.2,10.4
1109,Gina Green,72.0,East Stacey,147,Fresh Milk,Snack,2024-04-05,1.0,3.01,3.01
1110,Ryan Ingram,24.0,East Amandatown,130,Tofu,Snack,2024-11-01,2.0,16.5,33.0
1111,James Elliott,29.0,Wolfemouth,144,Tofu,Snack,2024-08-12,4.0,6.96,27.84
1112,Kimberly Burns,63.0,Kaneborough,123,Organic Apples,Snack,2024-02-10,1.0,15.98,15.98
1113,Thomas Young,35.0,Lake Kevinville,154,Granola,Dairy,2024-02-10,3.0,8.29,24.869999999999997
1114,Jeremy Bates,19.0,Kingbury,124,Almond Butter,Vegetable,2024-04-24,1.0,13.99,13.99
1115,Cheyenne Johnson,60.0,Rodriguezchester,155,Almond Butter,Organic,2024-02-29,4.0,15.63,62.52
1116,Edward Singh,48.0,Port Raymond,170,Almond Butter,Vegetable,2024-09-23,1.0,15.03,15.03
1117,Sara Black,38.0,Floresberg,193,Tofu,Snack,2024-01-14,2.0,16.77,33.54
1118,Gloria Clarke,59.0,South Michaelshire,175,Kale,Vegetable,2024-09-16,3.0,16.46,49.38
1119,Kayla Brandt,38.0,North Tracey,185,Almond Butter,Snack,2024-07-04,3.0,10.33,30.990000000000002
1120,Nicholas Salas,59.0,Port Carlosport,172,Kale,Organic,2024-09-15,3.0,7.16,21.48
1121,Pamela Warren,39.0,Williamsberg,130,Tofu,Snack,2024-10-21,3.0,10.43,31.29
1122,Jose Garcia,67.0,Lake Megan,151,Fresh Milk,Organic,2024-01-05,1.0,10.28,10.28
1124,Jessica Allen,57.0,Kevinside,103,Tofu,Vegetable,2024-03-30,2.0,19.27,38.54
1125,Timothy Peterson,62.0,West Johnfurt,187,Almond Butter,Organic,2024-06-17,2.0,6.18,12.36
1127,Joseph Williams,41.0,Jefferymouth,128,Almond Butter,Vegetable,2024-02-12,4.0,14.84,59.36
1128,Tara Herrera,25.0,North Jacobburgh,116,Tofu,Dairy,2024-10-07,2.0,12.81,25.62
1129,Mark Black,18.0,Lake Julie,189,Granola,Organic,2024-08-31,4.0,3.62,14.48
1130,Garrett Stokes,42.0,Smithport,128,Almond Butter,Organic,2024-02-28,1.0,18.36,18.36
1131,Cynthia Hutchinson,74.0,Simmonsshire,163,Organic Apples,Dairy,2024-05-12,4.0,400.78,1603.12
1132,Regina Smith,60.0,Andersonfort,183,Organic Apples,Snack,2024-08-17,4.0,15.21,60.84
1133,Dr. Lisa Johnston,66.0,North Deborah,180,Fresh Milk,Vegetable,2024-09-15,2.0,10.86,21.72
1134,Kaitlyn Hess,22.0,Tiffanyfurt,167,Kale,Dairy,2024-10-15,4.0,5.6,22.4
1135,Susan Pitts,68.0,South Denniston,192,Almond Butter,Dairy,2024-10-02,1.0,10.7,10.7
1136,Anna Mccormick,77.0,New Johnathan,103,Kale,Dairy,2024-02-12,2.0,1.76,3.52
1137,Susan Torres,30.0,Lawrenceport,155,Tofu,Organic,2024-08-17,1.0,9.74,9.74
1138,Morgan Jones,50.0,North Meganport,108,Almond Butter,Vegetable,2024-04-17,1.0,11.62,11.62
1139,Shannon Moreno,35.0,New Doris,163,Tofu,Organic,2024-09-11,1.0,3.3,3.3
1140,Tina Porter,32.0,South Craig,151,Organic Apples,Vegetable,2024-02-25,2.0,2.11,4.22
1141,Lisa Blake,45.0,West Paul,173,Kale,Snack,2024-09-15,2.0,5.99,11.98
1142,Jennifer Romero,66.0,New Justintown,189,Fresh Milk,Dairy,2024-09-19,3.0,4.44,13.32
1143,Carlos Wright,69.0,Lake Dominiqueton,163,Kale,Organic,2024-11-03,1.0,12.98,12.98
1144,Dawn Harrison,66.0,West Jasonburgh,110,Organic Apples,Snack,2024-01-10,3.0,11.0,33.0
1145,Antonio Hill,54.0,North Sarah,175,Fresh Milk,Organic,2024-06-26,4.0,8.13,32.52
1146,Samuel Miller,27.0,Dustinborough,174,Fresh Milk,Dairy,2024-10-06,4.0,10.82,43.28
1147,Kenneth Thomas,51.0,Whiteland,117,Granola,Organic,2024-08-07,1.0,8.77,8.77
1148,Ronnie Medina,30.0,West Miranda,197,Fresh Milk,Organic,2024-10-15,1.0,8.75,8.75
1149,Dennis Wright,42.0,Josephberg,133,Almond Butter,Organic,2024-08-08,3.0,9.85,29.549999999999997
1150,Amy Matthews,63.0,Port Charles,129,Fresh Milk,Snack,2024-09-23,3.0,7.02,21.06
1151,Kenneth Rodriguez,38.0,Marioview,188,Almond Butter,Vegetable,2024-09-08,3.0,6.5,19.5
1152,Jeffery Jackson,73.0,Williamsport,114,Organic Apples,Dairy,2024-08-26,4.0,6.33,25.32
1153,Kelly Wallace,50.0,East Steveburgh,132,Fresh Milk,Dairy,2024-01-31,2.0,10.1,20.2
1154,Keith Logan,40.0,Katherinebury,118,Tofu,Organic,2024-01-19,1.0,9.2,9.2
1155,Susan Dunlap,37.0,Watkinsville,142,Almond Butter,Organic,2024-04-22,4.0,6.31,25.24
1156,Antonio Davis,75.0,Joshuaton,131,Almond Butter,Snack,2024-05-06,3.0,14.88,44.64
1158,Jessica Washington,63.0,Gomfzshire,136,FRESH MILK,Dairy,2024-02-19,1.0,9.74,9.74
1159,Dawn Lamb,59.0,New Davidstad,100,Tofu,Vegetable,2024-10-05,2.0,8.78,17.56
1160,James Howard,34.0,Mooremouth,156,Fresh Milk,Vegetable,2024-01-11,1.0,4.98,4.98
1161,Tracy Russell,24.0,Amyville,182,Kale,Vegetable,2024-06-28,3.0,19.8,59.400000000000006
1163,Robert Powers,41.0,South Mariaberg,166,Granola,Vegetable,2024-09-22,2.0,19.98,39.96
1164,Lynn Adams,41.0,Erinmouth,130,Tofu,Dairy,2024-01-12,4.0,7.91,31.64
1165,Brian Sherman,53.0,Lake Sara,136,Kale,Organic,2024-08-02,2.0,16.37,32.74
1166,Jennifer Sims,57.0,Haysfort,109,Organic Apples,Dairy,2024-04-29,4.0,18.52,74.08
1167,Heather Johnson,67.0,Lake Kellyfurt,134,Organic Apples,Dairy,2024-01-12,159.0,3.34,531.06
1168,Loretta Robinson,74.0,South Laura,106,Granola,Snack,2024-06-07,4.0,15.82,63.28
1169,Taylor Butler,40.0,North Diane,169,Fresh Milk,Dairy,2024-02-21,4.0,18.45,73.8
1170,Terry Bradley,40.0,Meltonview,108,Tofu,Organic,2024-08-20,2.0,13.98,27.96
1171,Samantha Martinez,43.0,South Scott,100,Kale,Vegetable,2024-03-31,4.0,8.26,33.04
1172,Andrea Flores,45.0,Douglasland,199,Almond Butter,Dairy,2024-08-17,2.0,5.93,11.86
1173,Ashley Love,52.0,New Cynthiastad,125,Kale,Organic,2024-05-23,3.0,19.38,58.14
1174,Natalie Miller,64.0,Gregorytown,117,Granola,Vegetable,2024-01-19,2.0,16.82,33.64
1175,Leonard Gilbert,32.0,Juarezview,187,Granola,Snack,2024-03-25,3.0,12.96,38.88
1176,Dawn Gardner,78.0,Martinezshire,123,Kale,Dairy,2024-07-19,3.0,17.31,51.92999999999999
1177,Mrs. Jamie Crawford,49.0,North Christina,123,Granola,Snack,2024-08-18,2.0,2.7,5.4
1178,Nicholas Williams,40.0,Lake Tamarastad,136,Kale,Vegetable,2024-07-24,4.0,7.93,31.72
1179,Zachary Scott,77.0,East Matthewshire,192,Almond Butter,Dairy,2024-08-13,2.0,16.38,32.76
1180,Jordan Graham,69.0,West Chaseborough,111,Kale,Organic,2024-09-17,4.0,6.03,24.12
1181,Jonathan Delgado,28.0,New Williamside,111,Tofu,Dairy,2024-09-01,1.0,6.35,6.35
1182,Hector Ellis,42.0,Sandovalland,151,Almond Butter,Snack,2024-06-16,1.0,7.72,7.72
1183,Lori Bradley,56.0,Kristinaland,155,Kale,Snack,2024-02-05,1.0,11.5,11.5
1184,Mr. Jonathan Grimes,52.0,East Marcus,151,Kale,Snack,2024-06-26,2.0,17.91,35.82
1185,Thomas Martin,18.0,North Kelsey,107,Tofu,Organic,2024-04-19,3.0,13.38,40.14
1186,Devon West,57.0,Mendezborough,112,Tofu,Snack,2024-02-28,4.0,3.56,14.24
1187,Larry Shepard,30.0,Davisborough,170,Granola,Snack,2024-10-23,3.0,16.05,48.150000000000006
1188,Megan Neal,67.0,South Christymouth,128,Kale,Snack,2024-05-09,4.0,19.88,79.52
1189,Jeremy Fisher,50.0,West Monicaton,169,Organic Apples,Organic,2024-02-15,1.0,17.79,17.79
1190,Daniel Kelley,36.0,New Michael,171,Granola,Organic,2024-04-23,3.0,15.96,47.88
1191,Kayla Cooper,27.0,Youngchester,180,Granola,Dairy,2024-04-01,4.0,9.97,39.88
1192,Kevin Johnson,67.0,New Tammy,152,Almond Butter,Dairy,2024-07-04,1.0,2.95,2.95
1193,Denise Collins,49.0,Williamborough,110,Almond Butter,Snack,2024-01-12,3.0,18.64,55.92
1194,Crystal Williams,68.0,South Tyler,190,Almond Butter,Snack,2024-09-26,1.0,2.04,2.04
1195,Erica Roth,59.0,Kellyberg,115,Organic Apples,Dairy,2024-02-09,4.0,8.55,34.2
1196,Seth Phillips,33.0,East Emily,163,Organic Apples,Snack,2024-08-20,1.0,14.49,14.49
1197,John Boyd,74.0,South James,191,Organic Apples,Dairy,2024-02-24,3.0,5.91,17.73
1198,Mrs. Dawn Kelley,40.0,Port Melaniefort,110,Granola,Snack,2024-04-24,3.0,7.92,23.759999999999998
1199,Jeffrey Collier,45.0,Port Michael,148,Tofu,Snack,2024-04-07,1.0,10.35,10.35
1200,Jeanette Murray,76.0,Randyhaven,157,Organic Apples,Vegetable,2024-01-02,4.0,8.05,32.2
1201,Maria Campbell,61.0,Cannonland,166,Granola,Snack,2024-06-20,2.0,7.61,15.22
1202,Johnny Price,42.0,Melanietown,165,Tofu,Dairy,2024-02-03,1.0,8.17,8.17
1203,Keith Ward,66.0,East Jonathanbury,170,Organic Apples,Snack,2024-02-21,1.0,7.04,7.04
1204,Amanda Hawkins,72.0,Easa Joelborough,160,ALMOND BUTTER,Snack,2024-01-28,4.0,2.8,11.2
1205,James Watson,36.0,Longton,148,Almond Butter,Organic,2024-01-03,1.0,8.25,8.25
1206,Mitchell Taylor,43.0,Rachelmouth,128,Tofu,Organic,2024-09-02,1.0,5.76,5.76
1207,James Jordan,65.0,New Jessica,157,Organic Apples,Dairy,2024-02-11,4.0,14.7,58.8
1208,Amanda Carr,58.0,Carlsonfurt,127,Tofu,Dairy,2024-05-06,2.0,17.74,35.48
1209,Crystal Hicks,44.0,Stephentown,174,Kale,Dairy,2024-08-19,4.0,12.92,51.68
1210,Tina Hicks,37.0,Bankschester,175,Kale,Organic,2024-01-04,3.0,7.04,21.12
1211,Whitney Ramos,71.0,New Michele,145,Granola,Snack,2024-10-06,3.0,19.95,59.849999999999994
1212,Amy Bartlett,52.0,Smithchester,192,Granola,Dairy,2024-04-25,2.0,9.91,19.82
1213,Tony Sutton,47.0,Mendozaville,147,Fresh Milk,Snack,2024-10-08,3.0,13.18,39.54
1214,Amanda Lee,64.0,Carrshire,171,Tofu,Organic,2024-08-12,3.0,18.53,55.59
1215,Joanna Gross,39.0,Nathanville,127,Organic Apples,Organic,2024-07-16,3.0,15.76,47.28
1216,David Perez,73.0,East Christopher,161,Granola,Snack,2024-04-05,1.0,4.54,4.54
1217,John Elliott,60.0,Lake Jessica,167,Kale,Snack,2024-04-28,1.0,16.18,16.18
1218,Michael Miller,66.0,Kellyton,108,Organic Apples,Vegetable,2024-07-14,3.0,15.72,47.160000000000004
1219,Charles Cook,41.0,Lisaport,186,Tofu,Dairy,2024-05-19,3.0,19.29,57.87
1220,Nathan Church,74.0,Allenview,134,Organic Apples,Dairy,2024-07-16,1.0,11.38,11.38
1221,Stacey Hensley,66.0,Sarahview,147,Fresh Milk,Snack,2024-05-27,2.0,19.8,39.6
1222,Meghan Mendez,52.0,Port Lisa,100,Almond Butter,Organic,2024-04-17,4.0,1.37,5.48
1223,April Chavez,35.0,Brownborough,177,Fresh Milk,Organic,2024-07-10,1.0,9.52,9.52
1224,Greg Watson,43.0,West Timothy,134,Organic Apples,Dairy,2024-10-07,3.0,14.08,42.24
1225,Miss Tiffany Miller PhD,57.0,Garciaburgh,185,Almond Butter,Snack,2024-10-29,4.0,11.96,47.84
1226,Paige Figueroa,70.0,East Kristina,186,Organic Apples,Dairy,2024-02-12,1.0,16.56,16.56
1227,Benjamin Armstrong,68.0,Turnerside,103,Tofu,Snack,2024-01-16,2.0,7.73,15.46
1228,Craig Scott,77.0,Port Danielmouth,177,Kale,Dairy,2024-09-14,2.0,13.03,26.06
1229,Regina Jones,31.0,East Sheila,150,Tofu,Snack,2024-09-05,3.0,6.62,19.86
1230,Mark Bailey,59.0,Andrewton,121,Organic Apples,Dairy,2024-02-27,4.0,17.86,71.44
1231,Michael Larson,63.0,West Richard,183,Granola,Organic,2024-03-15,1.0,13.26,13.26
1232,Veronica Sosa,29.0,Lake Katelyn,132,Kale,Dairy,2024-03-02,1.0,8.22,8.22
1233,Melanie Bailey,22.0,North Ann,109,Tofu,Organic,2024-07-30,4.0,7.91,31.64
1234,Steven Ali,44.0,North Matthewfurt,172,Organic Apples,Organic,2024-03-23,3.0,8.81,26.43
1235,Caroline Powell,32.0,Nashfurt,141,Fresh Milk,Vegetable,2024-04-24,4.0,8.19,32.76
1236,Robert Garza,76.0,Samanthastad,116,Fresh Milk,Vegetable,2024-05-06,1.0,2.08,2.08
1237,Joseph Donaldson,45.0,New Tamara,197,Fresh Milk,Dairy,2024-07-07,3.0,5.58,16.740000000000002
1238,Patrick Heath,60.0,New Katherineburgh,164,Almond Butter,Dairy,2024-03-19,1.0,10.31,10.31
1239,Brianna Allen,77.0,Jessicaton,168,Fresh Milk,Organic,2024-08-23,4.0,17.3,69.2
1240,Patricia Hall,65.0,South Tracychester,160,Organic Apples,Dairy,2024-03-07,3.0,6.63,19.89
1241,Alicia Ryan,72.0,West Maryfurt,178,Granola,Organic,2024-07-19,1.0,11.86,11.86
1242,Daniel Randall,23.0,Lawrencefort,160,Tofu,Dairy,2024-10-10,4.0,4.1,16.4
1244,Christopher Maxwell,23.0,West Sarah,118,Organic Apples,Vegetable,2024-01-16,2.0,11.85,23.7
1245,Peter Hardy,41.0,New Joanne,121,Granola,Dairy,2024-10-27,1.0,12.39,12.39
1246,Linda Gardner,72.0,Walkerton,153,Almond Butter,Organic,2024-05-13,2.0,12.71,25.42
1247,Monica Brown,28.0,Alvaradoview,192,Organic Apples,Organic,2024-07-12,1.0,18.55,18.55
1248,Emma Munoz,42.0,Port Tonimouth,145,Fresh Milk,Vegetable,2024-07-21,1.0,3.77,3.77
1249,Michael Lee,74.0,Amandamouth,102,Kale,Organic,2024-10-30,1.0,12.91,12.91
1250,Brandon Smith,44.0,East Nathaniel,132,Organic Apples,Dairy,2024-03-21,4.0,2.14,8.56
1251,Jeffrey Newton,73.0,Perezland,171,Kale,Organic,2024-07-21,3.0,8.73,26.19
1252,Cory Love,75.0,Mackenzieport,117,Tofu,Organic,2024-01-14,1.0,14.96,14.96
1253,Elizabeth Webb,24.0,West John,176,Kale,Dairy,2024-03-14,4.0,17.33,69.32
1254,Stephanie Michael,74.0,East Jim,199,Granola,Vegetable,2024-06-30,1.0,15.38,15.38
1255,Jared Rice,49.0,North Mikaylamouth,171,Granola,Snack,2024-05-13,1.0,10.54,10.54
1256,Melissa Mcconnell,58.0,South Joseport,187,Almond Butter,Organic,2024-11-07,4.0,2.71,10.84
1257,Sandy Johnson,20.0,South Scottton,153,Fresh Milk,Dairy,2024-06-20,2.0,18.38,36.76
1258,Gabrielle Long,54.0,South Brandon,145,Organic Apples,Organic,2024-09-17,4.0,5.39,21.56
1259,Kristin Norman,27.0,North Patrick,107,Kale,Snack,2024-04-17,1.0,13.44,13.44
1260,Natalie Underwood,34.0,South Kaylabury,135,Fresh Milk,Dairy,2024-06-20,2.0,6.13,12.26
